replication,success,a_hat,m_hat,b_hat,loglik
299,True,1.1897670353160603,1.3140309361448046,2.0465066763636086,-406.76374191381734
300,True,1.2255017063251732,1.2328167091911215,1.2329683215351313,-380.5751942665533
301,True,9.999999999999997e-06,0.7128043729686344,2.56630283514678,-363.71418988123514
302,True,0.46954786595363696,0.47892440624155935,2.6405562121301527,-375.93741365754977
303,True,0.28893379642988415,0.29275599387176565,3.0386488177124997,-375.2140154556677
304,True,0.42320010220922455,0.43639774346064164,2.8046569260971577,-378.41952017903407
305,True,1.3403320525867075,1.3527863021077489,1.3651086033712971,-392.45043524868254
306,True,0.9466879449159387,0.9662384193072632,1.7528558337314657,-379.76619117858115
307,True,0.06848760149933118,0.35643317104769073,3.5114856515810255,-384.94496627211083
308,True,9.999999999999997e-06,1.9999999999999995e-05,3.4588680279472896,-364.4185782817507
309,True,0.9254501860620477,0.9512724508421834,2.3063584041246488,-396.13862526785323
310,True,0.8519717990040119,0.8617743277402142,2.070652811915955,-383.58290142397396
311,True,0.5227541804718394,0.5285590972464776,2.12990848120618,-361.44021718540046
312,True,0.14586705173556583,2.1529529820889124,2.1839928764001324,-404.5365268388251
313,True,1.088772289688907,1.1475581632637974,1.1682249324094707,-370.5568400664989
314,True,1.1478719026050694,1.175865333269655,1.220058963098003,-375.5460208750916
315,True,0.9997423136409415,1.0869397108198968,1.1169334476822514,-362.7617084159452
316,True,9.999999999999997e-06,0.29532716476906157,3.290552734222694,-372.6240954350152
317,True,3.59736144041771e-05,1.8790826152540563,1.9030909216758598,-383.0305677061896
318,True,0.7275711266400264,0.7403692091539797,1.858799023948572,-367.5159807395256
319,True,0.36904768587940295,0.37512494264471496,3.3801765887420387,-392.2296833671222
320,True,9.999999999999997e-06,0.5829549007355749,3.30042875960283,-383.5297598343545
321,True,2.461669495489239e-05,1.258487241635751,2.2547398103503244,-373.4762890030845
322,True,0.19451296365735554,0.1964824562018997,3.1765147441379082,-372.84761231319527
323,True,1.479906272739868e-05,1.6415619155131775,1.683011954944179,-366.95906211632166
324,True,0.6286913589910995,0.6389387765092072,2.8020490678675274,-392.0135734215006
325,True,0.03349090680674675,1.7323977076272632,1.755047118524663,-374.21006937399613
326,True,0.8038734270985128,0.8145296196182837,2.3438121039909556,-389.17524336588735
327,True,1.052930306362055,1.1126363133701533,1.1224808773023829,-366.2118236387541
328,True,0.8790409546325153,0.9178338502774976,1.5131503187810933,-367.010897615025
329,True,0.11886776222524917,1.6538218514269925,2.3036129531446834,-392.491636563522
330,True,1.3310125774900992,1.3630495595541015,1.3968226230330318,-393.34139448864704
331,True,0.0003587914832008969,1.8212245000313796,1.8451763667394447,-379.27287127158104
332,True,2.6972612963125914e-05,0.9245098650745204,2.541694656417856,-371.1535194495791
333,True,9.999999999999997e-06,1.0936145095919096,3.0483567086409353,-393.51577546633916
334,True,0.5560319312748925,0.5639899488559676,2.1253450973981343,-363.7677126427704
335,True,0.4718130919582302,0.4806111719822093,2.4841395780312636,-370.6599298743149
336,True,1.3476220474321978,1.4595912021340796,1.492359241808325,-399.6890879414668
337,True,0.46132157156196113,1.8186453525237603,1.902020139420934,-396.11154134714417
338,True,9.999999999999997e-06,1.0096359854793813,3.153385119798136,-393.89254759835745
339,True,1.205528344755772,1.265705249737204,1.2714646349599912,-382.15094772992387
340,True,9.999999999999997e-06,0.17618771854653414,3.1578900729029353,-362.81152049563013
341,True,1.1617647103143809,1.232941398108305,1.2575866361613597,-379.21283682881756
342,True,0.21084003324724335,1.820132032526961,1.8537014669893905,-386.7305598644233
343,True,0.4969708438769136,0.5046643261929191,2.4289205772066915,-370.6547462235185
344,True,1.0976398264607061,1.1614251016075263,1.222784081360087,-373.295792985428
345,True,0.2687180738885704,0.2774793595121215,3.2526776237658583,-381.3808679652934
346,True,0.6348392612398108,0.6418125065993856,2.545979522521262,-384.44356301325615
